ID,Name,NamespaceID,SourceTypeID,TimeZoneID,Description,Signature,DisplayName
420,B650.T23-D4,1,7,1,,20113239,B650.T23-D4
421,B650.T23-D5,1,7,1,,20113230,B650.T23-D5
422,B650.T24-A1,1,7,1,,20113236,B650.T24-A1
423,B653.T17-A5,1,7,1,,18461181,B653.T17-A5
424,B653.T17-A7,1,7,1,,18461168,B653.T17-A7
425,B653.T55-A6,1,7,1,,18461130,B653.T55-A6
426,B653.T55-B2,1,7,1,,18461182,B653.T55-B2
427,B654.T27-2-4,1,7,1,,18461229,B654.T27-2-4
428,B654.T25-4-4,1,7,1,,18461154,B654.T25-4-4
429,B654.T25-4-9,1,7,1,,18461155,B654.T25-4-9
430,B665.T42-2-1,1,7,1,,18461239,B665.T42-2-03
431,B665.T42-4-2,1,7,1,,18461129,B665.T42-4-04
432,B665.T42-2-2,1,6,1,,,B665.T42-4-07
433,B665.T42-4-3,1,6,1,,,B665.T42-4-06
434,B665.T42-4-4,1,6,1,,,B665.T42-2-05
435,B665.T42-4-5,1,6,1,,,B665.T42-4-05
436,B674.T46,1,5,1,,ME-1911C752-02,B674.T46
437,B634.T52-3-1,1,7,1,,18461193,B634.T52-3-1
438,B634.T52-3-2,1,7,1,,18461220,B634.T52-3-2
439,B634.T52-3-3,1,7,1,,18461191,B634.T52-3-3
440,B674.T46-3-6,1,7,1,,18461208,B674.T46-3-6
441,B634.T52-3-4,1,7,1,,18461173,B634.T52-3-4
442,B311.T79,1,5,1,,ME-1911C489-02,B311.T79
443,B311.T80,1,5,1,,ME-1911C486-02,B311.T80
444,B311.T80-2-3,1,7,1,,18425158,B311.T80-2-3
445,B311.T79-2-2,1,7,1,,18425125,B311.T79-2-2
446,B317.T49,1,5,1,,ME-1911C753-02,B317.T49
447,B310.T28,1,5,1,,ME-1911C703-02,B310.T28
448,B310.T27,1,5,1,,ME-1911C712-02,B310.T27
449,B310.T27-12-2,1,7,1,,18461067,B310.T27-12-2
450,B310.T27-12-3,1,7,1,,18461056,B310.T27-12-3
451,B310.T27-12-4,1,7,1,,18461034,B310.T27-12-4
452,B310.T27-13-2,1,7,1,,18425071,B310.T27-13-2
453,B310.T27-13-3,1,7,1,,18461053,B310.T27-13-3
454,B310.T27-22-2,1,7,1,,18461185,B310.T28-22-2
455,B310.T27-22-3,1,7,1,,18425151,B310.T28-22-3
456,B310.T28-23-2,1,7,1,,18461036,B310.T28-23-2
457,B310.T28-23-4,1,7,1,,18461151,B310.T28-23-4
458,B310.T28-24-3,1,7,1,,18425146,B310.T28-24-3
459,B317.T49-4-2,1,7,1,,18461219,B317.T49-4-2
460,B317.T49-4-3,1,7,1,,18461015,B317.T49-4-3
461,B317.T49-4-4,1,7,1,,18461142,B317.T49-4-4
462,B317.T49-4-6,1,7,1,,18461076,B317.T49-4-6
463,B317.T49-4-9,1,7,1,,18461163,B317.T49-4-9
464,B317.T49-5-1,1,7,1,,18461190,B317.T49-5-1
465,B317.T49-5-2,1,7,1,,18461217,B317.T49-5-2
466,B317.T49-5-5,1,7,1,,18461024,B317.T49-5-5
467,B317.T49-5-6,1,7,1,,18425172,B317.T49-5-6
468,B317.T49-5-7,1,7,1,,18461055,B317.T49-5-7
469,B317.T49-5-9,1,7,1,,18461083,B317.T49-5-9
470,B622.T2-3-1-B1,1,7,1,,18461072,B622.T2-3-1-B1
471,B317.T49-3-9,1,7,1,,18461172,B317.T49-3-9
472,B659.T28-3-5,1,7,1,,20113194,B659.T28-3-5
473,B841.T38-3-2,1,7,1,,20113241,B841.T38-3-2
474,B841.T38-8-5,1,7,1,,20113224,B841.T38-8-5
475,B339.T77-4-5,1,7,1,,18445156,B339.T77-4-5
476,B339.T77-4-6,1,7,1,,18464009,B339.T77-4-6
477,B339.T78-4-1,1,7,1,,18461245,B339.T78-4-1
478,B339.T77-5-1,1,7,1,,18464003,B339.T77-5-1
479,B339.T77-5-3,1,7,1,,18445132,B339.T77-5-3
480,B339.T78-4-2,1,7,1,,18445157,B339.T78-4-2
481,B307.T10-5-2,1,7,1,,18461123,B307.T10-5-2
482,B308.T57-3-2,1,7,1,,18461104,B308.T57-3-2
483,B308.T57-4-4,1,7,1,,18461092,B308.T57-4-4
484,B308.T57-4-5,1,7,1,,18461086,B308.T57-4-5
485,B308.T57-4-7,1,7,1,,18461121,B308.T57-4-7
486,B308.T57-7-5,1,7,1,,18425127,B308.T57-7-5
487,B308.T57-7-6,1,7,1,,18482054,B308.T57-7-4
488,B308.T57-7-7,1,7,1,,18461112,B308.T57-7-7
489,B308.T58-4-2,1,7,1,,18482047,B308.T58-4-2
490,B308.T58-4-3,1,7,1,,18461098,B308.T58-4-3
491,B308.T58-4-4,1,7,1,,18461095,B308.T58-4-4
492,B308.T58-7-6,1,7,1,,18461108,B308.T58-7-6
493,B308.T58-7-8,1,7,1,,18425169,B308.T58-7-8
494,B308.T58-8-3,1,7,1,,18482055,B308.T59-8-3
495,B308.T59-3-2,1,7,1,,18482001,B308.T59-3-2
496,B308.T59-3-3,1,7,1,,18482032,B308.T59-3-3
497,B308.T59-4-6,1,7,1,,18482031,B308.T59-4-6
498,B341.T61,1,5,1,,ME-1911C649-02,B341.T61
499,B341.T60,1,5,1,,ME-1911C494-02,B341.T60
500,B341.T62,1,5,1,,ME-1911C641-02,B341.T62
501,B341.T63,1,5,1,,ME-1911C484-02,B341.T63
502,B209.T21-2-1,1,7,1,,19033054,B209.T21-2-1
503,B341.T60-6-4,1,7,1,,18425156,B341.T60-6-4
504,B209.T21-2-4,1,7,1,,19034148,B209.T21-2-4
505,B209.T21-4-1,1,7,1,,19034142,B209.T21-4-1
506,B209.T21-4-4,1,7,1,,19034140,B209.T21-4-4
507,B209.T21-4-6,1,7,1,,19034100,B209.T21-4-6
508,B341.T60-6-5,1,7,1,,18425142,B341.T60-6-5
509,B209.T21-4-8,1,7,1,,19033060,B209.T21-4-8
510,B209.T32-2-1,1,7,1,,18482006,B209.T32-2-1
511,B209.T32-2-2,1,7,1,,18482052,B209.T32-2-2
512,B209.T32-2-3,1,7,1,,19027056,B209.T32-2-3
513,B341.T61-5-2,1,7,1,,18425168,B341.T61-5-2
514,B209.T32-2-4,1,7,1,,17483024,B209.T32-2-4
515,B209.T32-4-2,1,7,1,,19034094,B209.T32-4-2
516,B209.T32-4-3,1,7,1,,19034186,B209.T32-4-3
517,B209.T32-4-6,1,7,1,,19034113,B209.T32-4-6
518,B341.T61-5-5,1,7,1,,18425179,B341.T61-5-5
519,B341.T61-5-6,1,7,1,,18425138,B341.T61-5-6
520,B341.T61-5-7,1,7,1,,18425139,B341.T61-5-7
521,B341.T62-5-4,1,7,1,,18425144,B341.T62-5-4
522,B341.T62-5-5,1,7,1,,18425105,B341.T62-5-5
523,B207.T94-2-1,1,7,1,,19034159,B207.T94-2-1
524,B207.T94-2-2,1,7,1,,19034068,B207.T94-2-2
525,B207.T94-2-3,1,7,1,,19034183,B207.T94-2-3
526,B207.T94-2-4,1,7,1,,19034174,B207.T94-2-4
527,B341.T63-4-4,1,7,1,,18425175,B341.T63-4-4
528,B207.T94-2-5,1,7,1,,19034150,B207.T94-2-5
529,B207.T94-4-3,1,7,1,,19034103,B207.T94-4-3
530,B207.T94-4-4,1,7,1,,19034088,B207.T94-4-4
531,B341.T63-4-5,1,7,1,,18425128,B341.T63-4-5
532,B207.T94-4-7,1,7,1,,19034172,B207.T94-4-7
533,B207.T94-4-6,1,7,1,,19034180,B207.T94-4-6
534,B207.T94-4-5,1,7,1,,19034151,B207.T94-4-5
535,B207.T95-3-1,1,7,1,,19034085,B207.T95-3-1
536,B207.T95-3-2,1,7,1,,19034177,B207.T95-3-2
537,B207.T95-3-6,1,7,1,,19034129,B207.T95-3-6
538,B207.T95-3-5,1,7,1,,19034139,B207.T95-3-5
539,B207.T95-3-3,1,7,1,,19034086,B207.T95-3-3
540,B207.T95-3-4,1,7,1,,19034017,B207.T95-3-4
541,B207.T95-5-3,1,7,1,,19034154,B207.T95-5-3
542,B207.T95-5-7,1,7,1,,19034175,B207.T95-5-7
543,B207.T95-5-5,1,7,1,,19034091,B207.T95-5-5
544,B207.T95-5-4,1,7,1,,19034147,B207.T95-5-4
545,B207.T95-5-6,1,7,1,,19033094,B207.T95-5-6
546,B307.T10-5-3,1,7,1,,18461091,B307.T10-5-3
547,B307.T10-6-2,1,7,1,,18461126,B307.T10-6-2
548,B307.T10-6-5,1,7,1,,18461045,B307.T10-6-5
549,B307.T10-6-8,1,7,1,,18461188,B307.T10-6-8
550,B307.T10-6-9,1,7,1,,18461135,B307.T10-6-9
551,B307.T10-7-3,1,7,1,,18461120,B307.T10-7-3
552,B307.T10-7-5,1,7,1,,18393359,B307.T10-7-5
553,B307.T10-7-6,1,7,1,,18461114,B307.T10-7-6
554,B307.T10-7-4,1,7,1,,18461081,B307.T10-7-4
555,B307.T10-7-7,1,7,1,,18461101,B307.T10-7-7
556,B307.T11-2-5,1,7,1,,18461118,B307.T11-2-5
557,B307.T11-6-3,1,7,1,,18461109,B307.T11-6-3
558,B307.T11-6-5,1,7,1,,18461079,B307.T11-6-5
559,B307.T11-6-7,1,7,1,,18461133,B307.T11-6-7
560,B307.T11-7-10,1,7,1,,18425165,B307.T11-7-10
561,B307.T11-7-4,1,7,1,,18461131,B307.T11-7-4
562,B307.T11-7-5,1,7,1,,18461124,B307.T11-7-7
563,B307.T11-7-9,1,7,1,,18461119,B307.T11-7-9
564,B307.T11-8-4,1,7,1,,18461106,B307.T11-8-4
565,B307.T11-8-5,1,7,1,,18461180,B307.T11-8-5
566,B307.T11-8-7,1,7,1,,18461090,B307.T11-8-7
567,B307.T11-9-1,1,7,1,,18461127,B307.T11-9-1
568,B339.T71-2,1,7,1,,18461088,B339.T71-2
569,B339.T71-3,1,7,1,,18461071,B339.T71-3
570,B339.T72-2-2,1,7,1,,18461115,B339.T72-2-2
571,B339.T72-2-3,1,7,1,,18461047,B339.T72-2-3
572,B339.T73-2-2,1,7,1,,18461012,B339.T73-2-2
573,B339.T73-2-3,1,7,1,,18464009,B339.T73-2-3
574,B339.T74-2-2,1,7,1,,18445150,B339.T74-2-2
575,B310.T28-23-1,1,7,1,,18425153,B310.T28-23-1
576,B310.T28-23-3,1,7,1,,18425176,B310.T28-23-3
577,B311.T79-4-2,1,6,1,,,B311.T79-4-2
578,B311.T79-4-3,1,6,1,,,B311.T79-4-3
579,B311.T79-4-4,1,6,1,,,B311.T79-4-4
580,B311.T80-4-2,1,6,1,,,B311.T80-4-2
581,B311.T80-4-3,1,6,1,,,B311.T80-4-3
582,B311.T80-4-4,1,6,1,,,B311.T80-4-4
583,B312.T34,1,5,1,,ME-2007B952-02,B312.T34
584,B312.T34-2-3,1,7,1,,18461241,B312.T34-2-3
585,B312.T34-2-4,1,7,1,,18461141,B312.T34-2-4
586,B312.T34-2-5,1,7,1,,18461238,B312.T34-2-5
587,B317.T49-4-7,1,7,1,,18425143,B317.T49-4-7
588,B328.T19-3-1,1,7,1,,18482018,B328.T19-3-1
589,B328.T19-3-2,1,7,1,,18482012,B328.T19-3-2
590,B328.T19-3-3,1,7,1,,18461028,B328.T19-3-3
591,B328.T19-3-4,1,7,1,,17266093,B328.T19-3-4
592,B328.T19-4-2,1,7,1,,18464001,B328.T19-4-2
593,B328.T19-5-1,1,7,1,,18464005,B328.T19-5-1
594,B328.T20-2-1,1,7,1,,18464010,B328.T20-2-1
595,B328.T20-2-2,1,7,1,,18482007,B328.T20-2-2
596,B328.T20-2-4,1,7,1,,18445135,B328.T20-2-4
597,B328.T20-3-1,1,7,1,,18461125,B328.T20-3-1
598,B328.T20-3-2,1,7,1,,18461093,B328.T20-3-2
599,B328.T20-3-3,1,7,1,,18461107,B328.T20-3-3
600,B328.T20-4-1,1,7,1,,18461105,B328.T20-4-1
601,B336.T39,1,5,1,,ME-2007B951-02,B336.T39
602,B336.T39-4-3,1,7,1,,18461198,B336.T39-4-3
603,B336.T40,1,5,1,,ME-2007B950-02,B336.T40
604,B336.T40-3-1,1,7,1,,20296320,B336.T40-3-1
605,B336.T40-3-2,1,7,1,,20113247,B336.T40-3-2
606,B336.T40-3-3,1,7,1,,20113198,B336.T40-3-3
607,B336.T40-3-5,1,7,1,,20113204,B336.T40-3-5
608,B336.T40-4-1,1,7,1,,20113193,B336.T40-4-1
609,B339.T71-4-2,1,6,1,,,B339.T71-4-2
610,B339.T75-4-3,1,6,1,,,B339.T75-4-3
611,B339.T75-4-4,1,6,1,,,B339.T75-4-4
612,B339.T76-4-2,1,6,1,,,B339.T76-4-2
613,B339.T77-4-7,1,6,1,,,B339.T77-4-7
614,B339.T77-8,1,7,1,,18464004,B339.T77-8
615,B339.T77-9,1,7,1,,18445158,B339.T77-9
616,B339.T78-7,1,7,1,,18445137,B339.T78-7
617,B339.T78-8,1,7,1,,18464006,B339.T78-8
618,B371.T23,1,5,1,,ME-1911C622-02,B371.T23
619,B371.T23-2-1,1,7,1,,18461243,B371.T23-2-1
620,B371.T23-2-2,1,7,1,,18461207,B371.T23-2-2
621,B371.T23-2-3,1,7,1,,18461194,B371.T23-2-3
622,B371.T23-2-4,1,7,1,,18461205,B371.T23-2-4
623,B371.T23-2-6,1,7,1,,18461216,B371.T23-2-6
624,B371.T23-2-7,1,7,1,,18461247,B371.T23-2-7
625,B371.T23-4-4,1,7,1,,18461248,B371.T23-4-4
626,B371.T31,1,5,1,,ME-1911C745-02,B371.T31
627,B371.T31-4-10,1,7,1,,18461211,B371.T31-4-10
628,B371.T31-4-3,1,7,1,,18461169,B371.T31-4-3
629,B371.T31-4-4,1,7,1,,18461199,B371.T31-4-4
630,B371.T31-4-5,1,7,1,,18461236,B371.T31-4-5
631,B371.T31-4-7,1,7,1,,18461192,B371.T31-4-7
632,B371.T31-5,1,7,1,,18461232,B371.T31-5
633,B339.SR3,1,7,1,,18445170,B339.SR3
634,B339.SR4,1,7,1,,18445122,B339.SR4
635,B342.V2_GF401,1,8,1,,,B342.V2_GF401
636,B342.V2_GF402,1,8,1,,,B342.V2_GF402
637,B661.VKA8_COP,1,8,1,,,B661.VKA8_COP
638,B614.VV1_VM21,1,8,1,,,B614.VV1_VM21
639,B341.KV1_VM21_GF4_1,1,8,1,,,B341.KV1_VM21_GF4_1
640,B341.KV1_VM21_GF4_2,1,8,1,,,B341.KV1_VM21_GF4_2
641,B341.KV1_VM21_GF4_3,1,8,1,,,B341.KV1_VM21_GF4_3
642,B324.H3,1,13,1,,540060423491,B324.H3
643,Global.Dummy_0_värde,1,8,1,,,Global.Dummy_0_värde
644,B674.VÅ9_INT_VERK_1,1,8,1,,,B674.VÅ9_INT_VERK_1
645,B674.VÅ9_INT_VERK_VP2,1,8,1,,,B674.VÅ9_INT_VERK_VP2
646,B674.VÅ9_INT_VERK_VP1,1,8,1,,,B674.VÅ9_INT_VERK_VP1
647,B325.VP1_VMM61,1,8,1,,,B325.VP1_VMM61
648,B308.VV1_VM21,1,8,1,,,B308.VV1_VM21
649,B326.VV1_VM21,1,8,1,,,B326.VV1_VM21
650,B326.VS1_VMM61,1,8,1,,,B326.VS1_VMM61
651,B307.VS1_VMM61,1,8,1,,,B307.VS1_VMM61
652,B201.VV1_VM21,1,8,1,,,B201.VV1_VM21
653,B207.KV1_VM21,1,8,1,,,B207.KV1_VM21
654,B207.KV1_VM22,1,8,1,,,B207.KV1_VM22
655,B207.VV1_VM21,1,8,1,,,B207.VV1_VM21
656,B207.VV1_VM22,1,8,1,,,B207.VV1_VM22
657,B207.VP1_VMM61,1,8,1,,,B207.VP1_VMM61
658,B216.VV1_VM22,1,8,1,,,B216.VV1_VM22
659,B216.VV1_VM21,1,8,1,,,B216.VV1_VM21
660,B216.VP1_VMM61,1,8,1,,,B216.VP1_VMM61
661,B339.VV1_VM21,1,8,1,,,B339.VV1_VM21
662,B308.VV1_VM22,1,8,1,,,B308.VV1_VM22
663,B326.KV1_VM21,1,8,1,,,B326.KV1_VM21
664,B319.VV1_VM21,1,8,1,,,B319.VV1_VM21
665,B319.KV1_VM21,1,8,1,,,B319.KV1_VM21
666,B319.VP1_VMM61,1,8,1,,,B319.VP1_VMM61
667,B302.KV1_VM21,1,8,1,,,B302.KV1_VM21
668,B305.VS1_VMM61,1,8,1,,,B305.VS1_VMM61
669,B305.VV1_VM21,1,8,1,,,B305.VV1_VM21
670,B392.KV1_VM22,1,8,1,,,B392.KV1_VM22
671,B318.VV1_VM21,1,8,1,,,B318.VV1_VM21
672,B392.KV1_VM21,1,8,1,,,B392.KV1_VM21
673,Global.Dummy_energi_0_värde,1,8,1,,,Global.Dummy_energi_0_värde
674,Global.Dummy_volym_0_värde,1,8,1,,,Global.Dummy_volym_0_värde
675,B318.T21-6-2-A,1,7,1,,20296313,B318.T21-6-2-A
676,B325.K1_100_TOT_Flöde,1,8,1,,,B325.K1_100_TOT_Flöde
677,B325.Panna1_MWH,1,8,1,,,B325.Panna1_MWH
678,B325.K1_100MWH,1,8,1,,,B325.K1_100MWH
679,B325.Panna2_MWH,1,8,1,,,B325.Panna2_MWH
680,B325.Panna3_MWH,1,8,1,,,B325.Panna3_MWH
681,B207.Å1_VM71,1,8,1,,,B207.Å1_VM71
682,B216.Å1_VM71,1,8,1,,,B216.Å1_VM71
683,B217.Å1_VM71,1,8,1,,,B217.Å1_VM71
684,B313.Å1_VM71,1,8,1,,,B313.Å1_VM71
685,B611.Å1_VM73,1,8,1,,,B611.Å1_VM73
686,B613.Å1_VM71,1,8,1,,,B613.Å1_VM71
687,B622.Å1_VM72,1,8,1,,,B622.Å1_VM72
688,B641.Å1_VM71,1,8,1,,,B641.Å1_VM71
689,B302.VP1_VMMM61,1,8,1,,,B302.VP1_VMMM61
690,B615.VV1_VM21,1,8,1,,,B615.VV1_VM21
691,B615.VS1_VMM61,1,8,1,,,B615.VS1_VMM61
692,B622.VV1_VM21,1,8,1,,,B622.VV1_VM21
693,B622.VP1_VMM61,1,8,1,,,B622.VP1_VMM61
694,B658.VV1_VM21,1,8,1,,,B658.VV1_VM21
695,B643.KB1_INT_VERK,1,8,1,,,B643.KB1_INT_VERK
697,B613.VV1_VM21,1,8,1,,,B613.VV1_VM21
698,B637.VV1_VM21,1,8,1,,,B637.VV1_VM21
699,B631.VP1_VMM61,1,8,1,,,B631.VP1_VMM61
700,B638.VV1_VM21,1,8,1,,,B638.VV1_VM21
701,B612.VP1_VMM61,1,8,1,,,B612.VP1_VMM61
702,B330.VS1_VMM61,1,8,1,,,B330.VS1_VMM61
703,B331.VP1_VMM61,1,8,1,,,B331.VP1_VMM61
704,B327.VV1_VM21,1,8,1,,,B327.VV1_VM21
705,B327.VS1_VMM61,1,8,1,,,B327.VS1_VMM61
706,B661.V2_MQ43_KWH,1,8,1,,,B661.V2_MQ43_KWH
707,B661-KB1_INTVERK,1,8,1,,,B661-KB1_INTVERK
708,B661.VÅ9_MQ41_KWH,1,8,1,,,B661.VÅ9_MQ41_KWH
709,B661.VÅ9_MQ91_KWH,1,8,1,,,B661.VÅ9_MQ91_KWH
710,B661.KB1_INTVERK,1,8,1,,,B661.KB1_INTVERK
711,B337.Å1_VM71,1,8,1,,,B337.Å1_VM71
712,B313.T99,1,14,1,,1001-001,B313.T26S
713,B313.T26-3-12,1,15,1,,1001-001,B313.T26S-3-12
714,B313.T26-2-6,1,15,1,,1001-001,B313.T26S-2-16
715,B392.VV1_VM21,1,8,1,,,B392.VV1_VM21
716,B313.T26S-3-16,1,15,1,,1001-001,B313.T26S-3-16
717,B313.T26S-3-20,1,15,1,,1001-001,B313.T26S-3-20
718,B313.T26S-3-24,1,15,1,,1001-001,B313.T26S-3-24
719,B313.T26S-3-28,1,15,1,,1001-001,B313.T26S-3-28
720,B313.T26S-3-32,1,15,1,,1001-001,B313.T26S-3-32
721,B313.T26S-2-12,1,15,1,,1001-001,B313.T26S-2-12
722,B313.T26S-2-XX,1,15,1,,1001-001,B313.T26S-2-24
723,B313.T26S-2-10,1,6,1,,,B313.T26S-2-10
724,B313.T26S-2-32,1,15,1,,1001-001,B313.T26S-2-32
725,B339.KB1_INT_VERK1,1,8,1,,,B339.KB1_INT_VERK1
726,B360.T99,1,14,1,,1001-001,B360.T99
727,B360.T99-4-1,1,15,1,,1001-001,B360.T99-4-1
728,B360.T99-4-2,1,15,1,,1001-001,B360.T99-4-2
729,B360.T99-4-4,1,15,1,,1001-001,B360.T99-4-4
730,B360.T99-4-5,1,15,1,,1001-001,B360.T99-4-5
731,B360.T99-4-6,1,15,1,,1001-001,B360.T99-4-6
732,B360.T99-7-1,1,15,1,,1001-001,B360.T99-7-1
733,B360.T99-7-2,1,15,1,,1001-001,B360.T99-7-2
734,B360.T99-7-4-A,1,15,1,,1001-001,B360.T99-7-4-A
735,B360.T99-7-5,1,15,1,,1001-001,B360.T99-7-5
736,B360.T99-7-6,1,15,1,,1001-001,B360.T99-7-6
737,B615.KB1_INT_VERK1,1,8,1,,,B615.KB1_INT_VERK1
738,B623.KB1_INT_VERK1,1,8,1,,,B623.KB1_INT_VERK1
739,B623.VP1_VMM61,1,8,1,,,B623.VP1_VMM61
740,B631.KB1_INTE_VERK2,1,8,1,,,B631.KB1_INTE_VERK2
741,B638.KB1_INT_VERK1,1,8,1,,,B638.KB1_INT_VERK1
742,B642.KB1_INT_VERK_1,1,8,1,,,B642.KB1_INT_VERK_1
743,B612.V2_INT_VERK2,1,8,1,,,B612.V2_INT_VERK2
744,B951.T56,1,14,1,,1001-001,B951.T56
745,B951.T57,1,14,1,,1001-001,B951.T57
746,B951.T58,1,14,1,,1001-001,B951.T58
747,B951.T59,1,14,1,,1001-001,B951.T59
748,B951.H4-A,1,14,1,,1001-001,B951.H4-A
749,951.H3-B,1,14,1,,1001-001,B951.H3-B
750,B654.V2_GF4,1,8,1,,,B654.V2_GF4
751,B661.VÅ9_GF41,1,8,1,,,B661.VÅ9_GF41
752,B661.VÅ9_GF42,1,8,1,,,B661.VÅ9_GF42
753,B661.KB1_Pkyl,1,8,1,,,B661.KB1_Pkyl
754,B654.KB2_Pkyl,1,8,1,,,B654.KB2_Pkyl
755,B654.KB1_KylEffekt,1,8,1,,,B654.KB1_KylEffekt
756,B305.V2_VM21,1,8,1,,,B305.V2_VM21
757,B650.KB1_MQ41,1,8,1,,,B650.KB1_MQ41
758,B650.V53_MQ41,1,8,1,,,B650.V53_MQ41
759,B650.VPU1A_AS1_kWh,1,8,1,,,B650.VPU1A_AS1_kWh
760,B650-VPU1B_AS1_kWh,1,8,1,,,B650-VPU1B_AS1_kWh
761,B650.VÅ2-MQ41,1,8,1,,,B650.VÅ2-MQ41
762,B650.VÅ9_MQ41,1,8,1,,,B650.VÅ9_MQ41
763,B650.VÅ9_MQ42,1,8,1,,,B650.VÅ9_MQ42
764,B650.VÅ9_MQ43,1,8,1,,,B650.VÅ9_MQ43
765,B650.VÅ9_MQ44,1,8,1,,,B650.VÅ9_MQ44
766,B921.CHO2210_EM41,1,8,1,,,B921.CHO2210_EM41
767,B921.CHO2210_MQ41,1,8,1,,,B921.CHO2210_MQ41
768,B921.CHO2210_MQ42,1,8,1,,,B921.CHO2210_MQ42
769,B921.CHO2211_EM41,1,8,1,,,B921.CHO2211_EM41
770,B921.CHO2211_MQ41,1,8,1,,,B921.CHO2211_MQ41
771,B921.CHO2211_MQ42,1,8,1,,,B921.CHO2211_MQ42
772,B921.CHO2212_EM41,1,8,1,,,B921.CHO2212_EM41
773,B921.CHO2212_MQ41,1,8,1,,,B921.CHO2212_MQ41
774,B921.CHO2212_MQ42,1,8,1,,,B921.CHO2212_MQ42
775,B921.TOTAL_COP,1,8,1,,,B921.TOTAL_COP
776,B921.TOTAL_MQ41,1,8,1,,,B921.TOTAL_MQ41
777,B921.TOTAL_MQ42,1,8,1,,,B921.TOTAL_MQ42
778,B303.VV1_VM21,1,8,1,,,B303.VV1_VM21
779,B642.VV1_VM21,1,8,1,,,B642.VV1_VM21
780,B638.KV1_VM21,1,8,1,,,B638.KV1_VM21
781,B637.KV1_VM21,1,8,1,,,B637.KV1_VM21
782,B650.VPU1B_AS1_kWh,1,8,1,,,B650.VPU1B_AS1_kWh
783,B342.V2_GF401_m3,1,8,1,,,B342.V2_GF401_m3
784,B342.V2_GF402_m3,1,8,1,,,B342.V2_GF402_m3
785,B612.V4_INT_VERK2,1,8,1,,,B612.V4_INT_VERK2
786,B611.VÅ9_INT_VERK3_V,1,8,1,,,B611.VÅ9_INT_VERK3_V
787,B611.VÅ9_INT_VERK3_Q,1,8,1,,,B611.VÅ9_INT_VERK3_Q
788,B612.VÅ9_INT_VERK_Q,1,8,1,,,B612.VÅ9_INT_VERK_Q
789,B612.VÅ9_INT_VERK_V,1,8,1,,,B612.VÅ9_INT_VERK_V
790,B612.VÅ9_INT_VERK2_Q,1,8,1,,,B612.VÅ9_INT_VERK2_Q
791,B612.VÅ9_INT_VERK2_V,1,8,1,,,B612.VÅ9_INT_VERK2_V
792,B614.VÅ9_INT_VERK_Q,1,8,1,,,B614.VÅ9_INT_VERK_Q
793,B614.VÅ9_INT_VERK_V,1,8,1,,,B614.VÅ9_INT_VERK_V
794,B616.VÅ9_INT_VERK_Q,1,8,1,,,B616.VÅ9_INT_VERK_Q
795,B616.VÅ9_INT_VERK_V,1,8,1,,,B616.VÅ9_INT_VERK_V
796,B616.VÅ9_INT_VERK2_Q,1,8,1,,,B616.VÅ9_INT_VERK2_Q
797,B616.VÅ9_INT_VERK2_V,1,8,1,,,B616.VÅ9_INT_VERK2_V
798,B616.VÅ9_INT_VERK3_Q,1,8,1,,,B616.VÅ9_INT_VERK3_Q
799,B616.VÅ9_INT_VERK3_V,1,8,1,,,B616.VÅ9_INT_VERK3_V
800,B621.VÅ9_INT_VERK_Q,1,8,1,,,B621.VÅ9_INT_VERK_Q
801,B621.VÅ9_INT_VERK_V,1,8,1,,,B621.VÅ9_INT_VERK_V
802,B621.VÅ9_INT_VERK2_Q,1,8,1,,,B621.VÅ9_INT_VERK2_Q
803,B621.VÅ9_INT_VERK2_V,1,8,1,,,B621.VÅ9_INT_VERK2_V
804,B634.VÅ9_INT_VERK_Q,1,8,1,,,B634.VÅ9_INT_VERK_Q
805,B634.VÅ9_INT_VERK_V,1,8,1,,,B634.VÅ9_INT_VERK_V
806,B643.VÅ9_INT_VERK_Q,1,8,1,,,B643.VÅ9_INT_VERK_Q
807,B643.VÅ9_INT_VERK_V,1,8,1,,,B643.VÅ9_INT_VERK_V
808,B643.VÅ9_INT_VERK2_Q,1,8,1,,,B643.VÅ9_INT_VERK2_Q
809,B643.VÅ9_INT_VERK2_V,1,8,1,,,B643.VÅ9_INT_VERK2_V
810,B674.VÅ9_INT_VERK_VP1_Q,1,8,1,,,B674.VÅ9_INT_VERK_VP1_Q
811,B674.VÅ9_INT_VERK_VP1_V,1,8,1,,,B674.VÅ9_INT_VERK_VP1_V
812,B674.VÅ9_INT_VERK_VP2_Q,1,8,1,,,B674.VÅ9_INT_VERK_VP2_Q
813,B674.VÅ9_INT_VERK_VP2_V,1,8,1,,,B674.VÅ9_INT_VERK_VP2_V
814,B674.VÅ9_INT_VERK_1_Q,1,8,1,,,B674.VÅ9_INT_VERK_1_Q
815,B674.VÅ9_INT_VERK_1_V,1,8,1,,,B674.VÅ9_INT_VERK_1_V
816,B833.VÅ9_INT_VERK_Q,1,8,1,,,B833.VÅ9_INT_VERK_Q
817,B833.VÅ9_INT_VERK_V,1,8,1,,,B833.VÅ9_INT_VERK_V
818,B833.VÅ9_INT_VERK2_Q,1,8,1,,,B833.VÅ9_INT_VERK2_Q
819,B833.VÅ9_INT_VERK2_V,1,8,1,,,B833.VÅ9_INT_VERK2_V
821,B600.ÅNGA_INFRA_SYD_V,1,8,1,,,B600.ÅNGA_INFRA_SYD_V
